1602171700.000000, 1602171700.000000, 1602171700.000000
32.000000, 32.000000, 32.000000
-37,-54,5
-37,-52,7
-37,-50,8
-38,-51,6
-38,-52,5
-36,-52,5
-36,-54,3
-35,-53,6
-36,-53,5
-39,-53,4
-39,-53,4
-38,-54,7
-38,-53,4
-35,-53,3
-32,-52,7
-33,-50,8
-37,-51,6
-36,-51,8
-36,-51,8
-39,-52,4
-40,-53,4
-36,-53,6
-38,-54,3
-38,-53,3
-40,-51,7
-37,-45,12
-34,-42,12
-44,-46,2
-36,-46,7
-29,-48,5
-36,-53,-21
-34,-55,-23
-33,-57,-31
-25,-46,-13
-18,-41,-7
9,-42,10
43,-39,47
28,-20,77
-18,-23,48
-21,-16,49
3,-4,59
-37,-3,87
-21,-6,105
-52,-1,101
-43,-3,90
-13,1,69
-10,0,55
-11,-2,56
-5,-4,67
-8,-4,74
-8,-3,72
-7,-2,63
-5,-3,63
-18,-4,59
-19,-7,57
-17,-7,59
-23,-13,61
-27,-15,63
-21,-13,61
-14,-7,61
-20,-5,58
-21,-4,60
-21,-4,60
-22,-5,60
-24,-6,61
-22,-6,61
-21,-6,61
-22,-6,61
-22,-6,60
-21,-7,60
-22,-7,59
-22,-6,60
-22,-5,61
-22,-5,61
-21,-6,60
-21,-6,60
-22,-6,60
-22,-5,61
-22,-5,60
-21,-4,60
-21,-5,60
-21,-5,60
-21,-5,60
-21,-5,61
-21,-5,61
-21,-5,61
-21,-5,61
-20,-5,60
-21,-5,60
-21,-5,60
-21,-4,60
-21,-5,61
-22,-5,61
-22,-5,60
-21,-5,60
-21,-5,60
-21,-4,60
-21,-4,60
-21,-5,60
-21,-5,60
-21,-4,60
-21,-4,60
-21,-4,61
-21,-4,60
-21,-4,61
-21,-4,60
-21,-4,61
-21,-4,61
-21,-4,61
-21,-4,61
-21,-4,61
-21,-5,60
-21,-5,61
-21,-4,61
-21,-4,60
-21,-5,61
-21,-4,60
-21,-5,61
-21,-4,61
-20,-5,62
-21,-5,62
-21,-6,61
-22,-4,60
-22,-2,61
-22,1,63
-21,2,62
-22,3,58
-23,4,54
-22,5,57
-13,1,68
-6,-1,68
-5,-1,66
1,1,63
-3,3,62
-3,5,65
-13,9,78
-5,7,84
12,2,68
16,1,59
22,-1,48
21,6,46
30,0,42
27,11,51
16,9,63
4,6,64
3,6,66
5,2,66
8,1,65
12,0,63
12,2,63
16,6,63
0,-4,61
2,-7,56
15,-7,57
16,-10,59
14,-9,61
10,-5,63
8,-3,64
10,-5,68
0,-2,62
2,-4,60
-8,-4,63
-20,-4,66
-19,-4,64
-16,-5,62
-17,-6,62
-26,-8,59
-23,-6,61
-18,-6,61
-15,-8,62
-17,-9,61
-17,-7,61
-16,-7,62
-17,-8,62
-18,-8,61
-19,-8,60
-19,-8,59
-20,-8,60
-20,-7,61
-20,-7,61
-19,-7,61
-20,-8,61
-21,-8,61
-22,-7,62
-21,-7,62
-18,-8,59
-18,-9,59
-21,-10,60
-21,-9,60
-21,-8,60
-22,-7,60
-23,-7,60
-21,-7,60
-20,-7,60
-21,-7,60
-21,-8,60
-21,-7,61
-22,-9,61
-24,-8,61
-24,-7,61
-22,-7,60
-20,-7,61
-22,-7,60
-21,-8,59
-20,-7,60
-21,-6,61
-23,-6,60
-24,-6,60
-25,-6,60
-23,-6,60
-21,-6,60
-18,-8,60
-19,-9,60
-20,-10,61
-21,-10,61
-20,-10,61
-20,-11,61
-22,-11,60
-23,-10,62
-20,-7,61
-15,-6,57
-12,-5,58
-13,-6,63
-13,-6,64
-12,-7,64
-13,-7,64
-13,-7,63
-12,-8,62
-12,-8,62
-14,-11,61
-18,-11,63
-22,-10,61
-17,-5,60
-13,-6,60
-14,-7,61
-14,-7,61
-14,-8,61
-14,-10,59
-15,-9,60
-16,-9,62
-16,-7,65
-15,-7,65
-19,-8,64
-19,-7,62
-20,-7,60
-18,-7,59
-19,-8,60
-20,-8,61
-22,-9,62
-22,-9,60
-19,-9,59
-21,-11,60
-22,-11,61
-21,-10,60
-15,-9,62
-16,-10,60
-18,-10,61
-20,-10,63
-23,-10,58
-19,-10,58
-20,-11,59
-26,-11,60
-25,-10,59
-22,-10,59
-23,-11,58
-24,-11,58
-24,-9,60
-24,-10,60
-23,-10,58
-23,-9,57
-23,-9,58
-27,-10,61
-26,-9,59
-23,-9,59
-23,-8,58
-25,-8,58
-26,-8,59
-27,-8,60
-27,-9,58
-25,-9,57
-25,-10,58
-26,-10,58
-28,-10,58
-28,-9,57
-28,-7,58
-28,-8,58
-27,-8,57
-27,-9,58
-28,-9,58
-29,-9,57
-29,-10,58
-29,-10,57
-29,-10,58
-28,-9,57
-27,-8,57
-28,-8,58
-28,-8,59
-29,-9,58
-28,-9,57
-27,-9,57
-26,-10,58
-27,-10,58
-27,-10,58
-26,-10,58
-26,-10,58
-26,-9,59
-26,-7,59
-26,-9,59
-26,-8,59
-27,-9,58
-27,-9,58
-27,-9,58
-26,-10,58
-26,-9,58
-27,-9,58
-27,-8,58
-28,-8,58
-27,-9,58
-28,-9,58
-28,-10,58
-28,-9,58
-27,-9,58
-28,-9,58
-28,-9,58
-28,-9,58
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,58
-27,-8,58
-27,-8,58
-26,-9,58
-26,-9,58
-26,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-26,-9,59
-26,-9,58
-26,-9,59
-27,-10,58
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,58
-26,-9,58
-25,-9,58
-26,-9,58
-26,-10,58
-26,-9,58
-26,-9,59
-26,-8,59
-26,-9,59
-26,-10,58
-25,-9,59
-26,-9,58
-25,-9,59
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,59
-26,-8,59
-26,-9,58
-26,-9,59
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,59
-27,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-26,-9,58
-27,-9,58
-27,-9,58
-26,-9,59
-25,-9,58
-26,-9,59
-26,-9,58
-25,-9,59
-26,-9,59
-26,-8,59
-25,-9,59
-25,-9,59
-26,-9,58
-25,-9,58
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,58
-27,-8,58
-26,-8,59
-26,-9,59
-25,-9,59
-26,-9,59
-26,-9,58
-25,-9,58
-25,-9,59
-26,-9,59
-26,-9,58
-26,-9,59
-26,-9,59
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,59
-26,-9,58
-26,-9,58
-27,-9,59
-26,-9,58
-26,-8,58
-26,-9,58
-26,-9,58
-26,-9,59
-26,-9,59
-26,-9,58
-26,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-26,-9,58
-26,-9,58
-27,-9,58
-27,-9,58
-27,-8,59
-26,-9,58
-27,-9,58
-27,-9,58
-26,-9,59
-26,-8,58
-26,-8,58
-27,-9,58
-27,-9,58
-27,-9,58
-25,-9,58
-26,-9,59
-26,-9,58
-24,-8,59
-25,-8,59
-26,-8,60
-26,-9,59
-26,-8,58
-25,-8,58
-26,-9,58
-27,-9,58
-27,-9,57
-26,-9,59
-26,-9,59
-26,-10,59
-25,-9,59
-25,-9,58
-26,-9,58
-26,-9,58
-24,-8,60
-25,-8,59
-25,-9,58
-24,-9,57
-25,-8,58
-24,-8,59
-24,-8,60
-24,-9,60
-24,-9,60
-24,-9,60
-25,-9,60
-25,-8,60
-24,-8,56
-25,-8,56
-25,-9,59
-24,-9,59
-23,-9,59
-25,-9,59
-27,-10,58
-26,-10,58
-25,-10,59
-25,-10,59
-25,-10,58
-25,-9,59
-25,-9,59
-28,-9,58
-28,-9,58
-26,-8,59
-25,-9,58
-25,-9,59
-26,-9,59
-27,-9,57
-27,-9,58
-26,-9,58
-25,-9,58
-26,-9,58
-26,-9,59
-26,-8,59
-25,-8,59
-26,-8,58
-27,-9,58
-24,-9,59
-24,-9,59
-25,-8,60
-25,-7,59
-25,-7,59
-26,-7,59
-25,-7,60
-25,-8,58
-24,-8,59
-25,-8,60
-25,-9,60
-24,-10,59
-23,-10,58
-21,-10,59
-19,-11,59
-20,-11,58
-22,-10,60
-24,-10,60
-26,-8,61
-28,-6,60
-27,-5,58
-21,-5,57
-20,-6,58
-21,-6,60
-26,-8,62
-28,-9,61
-24,-9,59
-21,-10,58
-23,-11,58
-25,-11,60
-25,-11,59
-25,-10,56
-26,-10,58
-26,-10,59
-28,-10,58
-27,-10,58
-26,-9,58
-27,-10,57
-26,-10,57
-26,-10,58
-25,-9,58
-25,-9,59
-27,-8,59
-27,-8,59
-26,-8,59
-27,-8,58
-27,-8,58
-26,-8,59
-27,-8,60
-26,-10,58
-27,-11,58
-27,-11,58
-29,-10,58
-27,-10,57
-27,-10,57
-26,-10,58
-26,-9,58
-26,-9,58
-26,-8,58
-27,-8,59
-26,-8,59
-24,-9,58
-25,-9,57
-26,-10,58
-26,-10,58
-26,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-26,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-27,-10,58
-27,-9,58
-28,-9,58
-27,-9,58
-27,-9,58
-27,-9,58
-28,-9,58
-28,-9,58
-28,-9,58
-28,-9,57
-27,-9,57
-29,-11,57
-27,-10,58
-27,-9,58
-27,-9,57
-28,-9,58
-29,-9,57
-30,-10,57
-30,-9,57
-30,-9,57
-29,-9,57
-30,-10,57
-29,-10,57
-29,-9,57
-29,-9,57
-30,-9,57
-30,-9,57
-30,-9,57
-29,-9,57
-29,-9,57
-30,-9,57
-29,-9,57
-29,-9,57
-30,-9,57
-29,-9,57
-29,-9,57
-29,-9,56
-29,-9,57
-29,-9,57
-30,-9,57
-30,-9,57
-32,-9,56
-32,-9,56
-29,-9,56
-30,-10,57
-32,-9,58
-38,-7,60
-35,-3,67
-26,-4,70
-13,2,72
-12,0,76
-42,-2,39
-36,-2,45
-38,-8,43
-30,-22,44
-36,-21,40
-37,-23,35
-41,-27,33
-45,-26,31
-53,-24,25
-57,-27,23
-54,-27,20
-52,-31,9
-59,-29,2
-60,-27,-2
-69,-26,-8
-70,-24,-7
-65,-21,-6
-64,-19,-10
-61,-19,-12
-67,-17,-19
-66,-12,-8
-65,-13,-9
-57,-17,-17
-62,-18,-22
-67,-15,-13
-66,-15,-16
-65,-14,-17
-62,-14,-10
-66,-14,-10
-59,-16,-4
-58,-17,-6
-62,-16,-8
-62,-16,-12
-64,-17,-14
-66,-17,-14
-63,-16,-12
-63,-15,-13
-64,-15,-14
-60,-15,-9
-62,-14,-8
-66,-16,-13
-63,-16,-12
-62,-15,-10
-65,-16,-11
-64,-16,-10
-61,-15,-8
-62,-16,-8
-64,-16,-9
-61,-15,-7
-62,-15,-9
-65,-16,-12
-64,-16,-10
-63,-15,-8
-64,-15,-8
-64,-16,-10
-63,-15,-9
-62,-15,-8
-62,-15,-8
-62,-15,-8
-61,-15,-10
-62,-16,-11
-62,-15,-12
-64,-15,-14
-64,-15,-14
-64,-14,-11
-65,-15,-13
-62,-14,-13
-63,-15,-14
-63,-14,-13
-63,-15,-11
-62,-14,-11
-62,-16,-12
-65,-15,-12
-65,-15,-13
-63,-14,-13
-63,-15,-13
-61,-15,-13
-64,-14,-14
-63,-14,-13
-65,-13,-13
-65,-16,-14
-62,-15,-12
-63,-14,-9
-61,-14,-7
-61,-14,-7
-62,-15,-9
-61,-15,-8
-64,-15,-10
-65,-15,-13
-63,-15,-12
-63,-16,-14
-65,-16,-16
-64,-16,-15
-63,-15,-13
-62,-15,-11
-62,-15,-9
-61,-15,-8
-60,-14,-7
-64,-15,-11
-64,-16,-13
-61,-15,-13
-64,-17,-16
-65,-16,-16
-63,-16,-13
-62,-14,-10
-63,-14,-11
-62,-15,-12
-62,-14,-12
-63,-15,-11
-63,-14,-10
-63,-14,-9
-65,-15,-11
-63,-16,-12
-63,-16,-12
-62,-15,-9
-61,-15,-9
-64,-15,-12
-60,-15,-10
-61,-14,-10
-67,-16,-13
-64,-16,-11
-61,-16,-13
-65,-16,-15
-63,-16,-13
-61,-14,-10
-63,-17,-13
-62,-16,-14
-62,-16,-12
-62,-16,-10
-62,-15,-8
-66,-16,-13
-61,-17,-17
-60,-13,-15
-63,-17,-20
-60,-15,-19
-59,-15,-14
-61,-14,-14
-61,-15,-14
-66,-16,-17
-62,-17,-17
-62,-16,-18
-63,-16,-16
-66,-16,-16
-65,-16,-14
-64,-16,-14
-61,-15,-13
-62,-14,-13
-61,-13,-12
-61,-14,-13
-62,-14,-14
-62,-14,-15
-62,-15,-14
-62,-15,-14
-62,-15,-14
-62,-15,-14
-63,-15,-14
-64,-15,-15
-64,-15,-15
-65,-15,-15
-65,-14,-12
-66,-15,-13
-62,-15,-9
-62,-15,-8
-62,-15,-8
-61,-15,-8
-62,-15,-8
-62,-15,-9
-63,-15,-10
-61,-16,-10
-57,-14,-5
-64,-11,-4
-66,-12,-7
-68,-14,-15
-67,-16,-17
-65,-15,-13
-66,-14,-9
-67,-14,-9
-63,-14,-10
-65,-14,-12
-60,-13,-11
-62,-14,-12
-62,-14,-12
-65,-14,-12
-65,-14,-11
-61,-14,-10
-62,-17,-14
-57,-13,-5
-63,-16,-11
-65,-17,-18
-65,-16,-15
-64,-14,-8
-63,-14,-5
-65,-14,0
-68,-13,1
-64,-15,-2
-62,-15,-1
-64,-15,-6
-64,-16,-7
-60,-15,-2
-61,-15,1
-68,-15,-2
-62,-14,1
-62,-15,-2
-68,-15,-3
-62,-15,-5
-62,-15,-7
-64,-13,1
-68,-12,-1
-64,-14,-2
-64,-11,-3
-67,-16,-7
-67,-14,-13
-68,-17,-4
-63,-14,6
-62,-14,2
-62,-17,-3
-60,-14,-3
-65,-18,-12
-66,-18,-8
-69,-10,8
-61,-10,13
-69,-13,3
-62,-12,2
-66,-14,-3
-64,-14,-5
-60,-18,-9
-58,-16,-9
-62,-15,-9
-65,-16,-9
-68,-14,-8
-66,-16,-5
-66,-16,-6
-60,-14,-6
-61,-14,-6
-64,-15,-8
-63,-15,-5
-64,-12,-2
-67,-16,-9
-64,-13,-6
-63,-13,-4
-63,-16,-4
-63,-15,-3
-64,-16,-5
-68,-13,-5
-67,-14,-6
-64,-15,-8
-65,-15,-5
-65,-15,-6
-62,-16,-6
-62,-15,-5
-63,-15,-4
-64,-15,-4
-64,-16,-4
-62,-16,-4
-62,-14,-4
-66,-14,-6
-65,-17,-8
-63,-16,-8
-63,-16,-6
-63,-14,-4
-63,-14,-4
-66,-15,-6
-60,-14,-3
-63,-14,-5
-66,-15,-9
-65,-16,-9
-65,-16,-9
-63,-14,-8
-65,-15,-10
-66,-14,-2
-66,-13,-2
-63,-15,-3
